fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
0.23788460867889635,-1.4027305326025088,1.509693299179994,-0.7164529262216583,0.15110959247971206,1.5314784256985037,1.5039465204837097,0.11355786363896865,-0.09314750746863669,0.6485961590559762,0.05661326620978575
1.028811961466837,-1.1792034076757438,1.509693299179994,-0.451898587542081,-0.29930408308730916,-2.001158439460031,-2.1084873467386998,-0.7017668973812891,-1.0747403801780973,0.5241580145561888,0.8944556551304088
0.4751723729215084,-1.2350851889074352,0.4833938008902842,0.24721652167290598,-0.7091184773647269,-0.3747344906819691,0.09344905090854397,-0.5554265556597326,0.5612477410043379,0.2709067148587132,1.2668300502062415
-1.0459523486720683,1.9501763412989679,-1.1586853963732506,-0.2044245310065849,-0.4672593099621319,-0.10614955674141276,-0.8577315402310272,-0.1686699382526501,1.4119615640192036,-0.5956355885329121,-0.5019483264039625
-0.3347502360394278,-0.6203855953588312,-0.08107092316905587,1.4294033267668358,0.4315612112895047,1.1838408960814637,1.306831465100643,0.6048432965613989,-1.0747403801780973,-0.5264596382976974,-1.2466971165556278
-0.26823605282212604,1.0281269509760615,-1.3126303211167072,-0.32616545446039036,-0.5154491226195738,1.3421101207278494,0.23414309297194807,-1.5536767438319503,0.6266872658516368,-0.5264596382976974,1.2668300502062415
1.185022808637663,-1.0674398452123612,1.0991734998641098,-0.32616545446039036,-0.8065040504098868,-1.3492628602767236,-1.9529572989283026,-1.0989763963398658,-0.7475427559416085,0.2709067148587132,1.5461108465131148
-0.13747104286568543,0.8884224978968331,-0.2863308228269978,-0.32616545446039036,-0.1324410019631744,1.4395807098401707,1.9636792800732819,-0.2522929906650095,-0.42034513170512255,-0.9483051893567784,-0.5019483264039625
-1.2776647142116204,1.2795949665186725,-1.3639452960311926,0.5541416450706192,-0.32323048826934,1.068951151485851,0.508861722321483,-1.5118652176257996,1.2810825143246085,-0.32154501507287936,0.9875492538993665
-0.13747104286568543,-1.1233216264440524,-0.18370087299802676,-0.8559052760891324,-0.20382093032135273,0.5039833542990548,0.2997614578283912,-0.22616078678615806,-0.1585870323159327,0.011588942476705012,-1.0605099190177105
1.1334223482419312,0.6648953729700684,0.5347087758047697,2.2693679500116724,0.5706459295514377,-0.2348400068807634,0.8326785809180554,3.0926291058283226,0.03773154222595823,-0.05422280655778798,-0.036480332559172005
-0.47013090028959115,-0.9556762827489789,0.17550395140337144,-0.7164529262216583,-0.275399966129446,0.4170555723025434,-0.600356275225691,-1.3028075865949302,-0.48578465655241854,0.33477710293098595,0.8944556551304088
1.816833060900231,-0.4527402516637572,1.201803449693081,0.6512232102199569,-0.18000555255753434,0.5864512934245888,0.3625866900704633,1.8905477274010405,-0.35490560685782657,2.6738392417897923,0.5220812600545762
